chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
p: 1
n: 8192
time: 6128.212214ms
error: 4.60431e-09


n: 16384
time: 24147.920847ms
error: 1.15003e-09


t: 10
n: 16
[compute-0-39:07717] *** Process received signal ***
[compute-0-39:07717] Signal: Floating point exception (8)
[compute-0-39:07717] Signal code: Integer divide-by-zero (1)
[compute-0-39:07717] Failing at address: 0x40a863
[compute-0-39:07717] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07717] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:07717] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:07717] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:07717] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 7717 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:07718] *** Process received signal ***
[compute-0-39:07718] Signal: Aborted (6)
[compute-0-39:07718] Signal code:  (-6)
[compute-0-39:07720] *** Process received signal ***
[compute-0-39:07720] Signal: Aborted (6)
[compute-0-39:07720] Signal code:  (-6)
[compute-0-39:07720] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07720] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:07720] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:07720] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae3aa07afc2]
[compute-0-39:07720] *** End of error message ***
[compute-0-39:07718] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07718] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:07718] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:07718] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2aaff25bafc2]
[compute-0-39:07718] *** End of error message ***
[compute-0-38:31433] *** Process received signal ***
[compute-0-38:31433] Signal: Aborted (6)
[compute-0-38:31433] Signal code:  (-6)
[compute-0-37:15030] *** Process received signal ***
[compute-0-37:15030] Signal: Aborted (6)
[compute-0-37:15030] Signal code:  (-6)
[compute-0-39:07719] *** Process received signal ***
[compute-0-36:31081] *** Process received signal ***
[compute-0-36:31081] Signal: Aborted (6)
[compute-0-36:31081] Signal code:  (-6)
[compute-0-39:07719] Signal: Aborted (6)
[compute-0-39:07719] Signal code:  (-6)
[compute-0-36:31082] *** Process received signal ***
[compute-0-36:31082] Signal: Aborted (6)
[compute-0-36:31082] Signal code:  (-6)
[compute-0-36:31083] *** Process received signal ***
[compute-0-36:31083] Signal: Aborted (6)
[compute-0-36:31083] Signal code:  (-6)

n: 32
time: 409.126997ms
error: 0.000441005


n: 64
time: 612.274170ms
error: 9.28738e-05


n: 128
time: 408.635855ms
error: 2.10266e-05


n: 256
time: 410.934925ms
error: 4.9817e-06


n: 512
time: 421.816111ms
error: 1.211e-06


n: 1024
time: 636.431217ms
error: 2.98445e-07


n: 2048
time: 681.095123ms
error: 7.40728e-08


n: 4096
time: 1639.629126ms
error: 1.84509e-08


n: 8192
time: 6243.120909ms
error: 4.60431e-09


n: 16384
time: 23611.381054ms
error: 1.15003e-09


t: 11
n: 16
[compute-0-39:10794] *** Process received signal ***
[compute-0-39:10794] Signal: Floating point exception (8)
[compute-0-39:10794] Signal code: Integer divide-by-zero (1)
[compute-0-39:10794] Failing at address: 0x40a863
[compute-0-39:10794] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10794] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:10794] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:10794] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:10794] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 10794 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:10795] *** Process received signal ***
[compute-0-39:10795] Signal: Aborted (6)
[compute-0-39:10795] Signal code:  (-6)
[compute-0-39:10797] *** Process received signal ***
[compute-0-39:10797] Signal: Aborted (6)
[compute-0-39:10797] Signal code:  (-6)
[compute-0-39:10796] *** Process received signal ***
[compute-0-39:10796] Signal: Aborted (6)
[compute-0-39:10796] Signal code:  (-6)
[compute-0-39:10795] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10795] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10795] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10795] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b5cc5b32fc2]
[compute-0-39:10795] *** End of error message ***
[compute-0-39:10797] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10797] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10797] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10797] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2af58a521fc2]
[compute-0-39:10797] *** End of error message ***
[compute-0-38:02063] *** Process received signal ***
[compute-0-38:02063] Signal: Aborted (6)
[compute-0-38:02063] Signal code:  (-6)
[compute-0-37:15909] *** Process received signal ***
[compute-0-38:02064] *** Process received signal ***
[compute-0-38:02064] Signal: Aborted (6)
[compute-0-38:02064] Signal code:  (-6)
[compute-0-39:10796] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10796] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10796] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10796] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b15a3eebfc2]
[compute-0-39:10796] *** End of error message ***
[compute-0-36:31958] *** Process received signal ***
[compute-0-36:31958] Signal: Aborted (6)
[compute-0-36:31958] Signal code:  (-6)
[compute-0-36:31959] *** Process received signal ***
[compute-0-36:31959] Signal: Aborted (6)
[compute-0-36:31959] Signal code:  (-6)
[compute-0-36:31960] *** Process received signal ***

n: 32
time: 408.692837ms
error: 0.000441005


n: 64
time: 411.149979ms
error: 9.28738e-05


n: 128
time: 407.361031ms
error: 2.10266e-05


n: 256
time: 410.234213ms
error: 4.9817e-06


n: 512
time: 421.721220ms
error: 1.211e-06


n: 1024
time: 446.362019ms
error: 2.98445e-07


n: 2048
time: 698.122025ms
error: 7.40728e-08


n: 4096
time: 1956.542969ms
error: 1.84509e-08


n: 8192
time: 6335.023880ms
error: 4.60431e-09


n: 16384
time: 23648.525953ms
error: 1.15003e-09


t: 12
n: 16
[compute-0-39:13774] *** Process received signal ***
[compute-0-39:13774] Signal: Floating point exception (8)
[compute-0-39:13774] Signal code: Integer divide-by-zero (1)
[compute-0-39:13774] Failing at address: 0x40a863
[compute-0-39:13774] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13774] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:13774] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:13774] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:13774] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 13774 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:13776] *** Process received signal ***
[compute-0-39:13776] Signal: Aborted (6)
[compute-0-39:13776] Signal code:  (-6)
[compute-0-39:13775] *** Process received signal ***
[compute-0-39:13775] Signal: Aborted (6)
[compute-0-39:13775] Signal code:  (-6)
[compute-0-39:13776] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13776] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:13776] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:13776] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2aafcb938fc2]
[compute-0-39:13776] *** End of error message ***
[compute-0-38:05170] *** Process received signal ***
[compute-0-38:05170] Signal: Aborted (6)
[compute-0-38:05170] Signal code:  (-6)
[compute-0-39:13777] *** Process received signal ***
[compute-0-37:16689] *** Process received signal ***
[compute-0-37:16689] Signal: Aborted (6)
[compute-0-37:16689] Signal code:  (-6)
[compute-0-39:13775] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13775] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:13775] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:13777] Signal: Aborted (6)
[compute-0-39:13777] Signal code:  (-6)
[compute-0-39:13775] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b80c1559fc2]
[compute-0-39:13775] *** End of error message ***
[compute-0-37:16690] *** Process received signal ***
[compute-0-37:16690] Signal: Aborted (6)
[compute-0-37:16690] Signal code:  (-6)
[compute-0-38:05171] *** Process received signal ***
[compute-0-38:05171] Signal: Aborted (6)
[compute-0-38:05171] Signal code:  (-6)
[compute-0-36:32743] *** Process received signal ***
[compute-0-36:32743] Signal: Aborted (6)
[compute-0-36:32743] Signal code:  (-6)
[compute-0-36:32744] *** Process received signal ***
[compute-0-36:32744] Signal: Aborted (6)
[compute-0-36:32744] Signal code:  (-6)
[compute-0-36:32745] *** Process received signal ***
[compute-0-36:32745] Signal: Aborted (6)
[compute-0-36:32745] Signal code:  (-6)
[compute-0-39:13777] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13777] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:13777] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:13777] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b0a897ddfc2]
[compute-0-39:13777] *** End of error message ***
[compute-0-36:32746] *** Process received signal ***
[compute-0-36:32746] Signal: Aborted (6)
[compute-0-36:32746] Signal code:  (-6)

n: 32
time: 607.729912ms
error: 0.000441005


n: 64
time: 411.514997ms
error: 9.28738e-05


n: 128
time: 511.707067ms
error: 2.10266e-05


n: 256
time: 505.621910ms
error: 4.9817e-06


n: 512
time: 434.103966ms
error: 1.211e-06


n: 1024
time: 472.825050ms
error: 2.98445e-07


n: 2048
time: 698.712111ms
error: 7.40728e-08


n: 4096
time: 1744.309902ms
error: 1.84509e-08


n: 8192
time: 6402.086020ms
error: 4.60431e-09


n: 16384
time: 23625.292063ms
error: 1.15003e-09


p: 5
t: 2
n: 64
time: 7.485151ms
error: 7.8061e-05


n: 128
time: 8.985996ms
error: 1.72918e-05


n: 256
time: 10.016203ms
error: 4.04418e-06


n: 512
time: 20.194054ms
error: 9.76155e-07


n: 1024
time: 81.889868ms
error: 2.39675e-07


n: 2048
time: 349.025011ms
error: 5.93731e-08


n: 4096
time: 1502.267122ms
error: 1.47751e-08


n: 8192
time: 6573.179960ms
error: 3.68524e-09


n: 16384
time: 27001.005173ms
error: 9.20244e-10


t: 3
n: 64
time: 205.185175ms
error: 7.8061e-05


n: 128
time: 205.210924ms
error: 1.72918e-05


n: 256
time: 207.778931ms
error: 4.04418e-06


n: 512
time: 219.785929ms
error: 9.76155e-07


n: 1024
time: 424.764872ms
error: 2.39675e-07


n: 2048
time: 548.280954ms
error: 5.93731e-08


n: 4096
time: 1582.623005ms
error: 1.47751e-08


n: 8192
time: 5676.457167ms
error: 3.68524e-09


n: 16384
time: 23432.958126ms
error: 9.20244e-10


t: 4
n: 64
time: 404.868126ms
error: 7.8061e-05


n: 128
time: 212.016106ms
error: 1.72918e-05


n: 256
time: 407.374859ms
error: 4.04418e-06


n: 512
time: 422.610044ms
error: 9.76155e-07


n: 1024
time: 429.703951ms
error: 2.39675e-07


n: 2048
time: 534.880877ms
error: 5.93731e-08


n: 4096
time: 1740.540981ms
error: 1.47751e-08


n: 8192
time: 6020.127058ms
error: 3.68524e-09


n: 16384
time: 23530.689955ms
error: 9.20244e-10


t: 5
n: 64
time: 607.402802ms
error: 7.8061e-05


n: 128
time: 408.935070ms
error: 1.72918e-05


n: 256
time: 410.053968ms
error: 4.04418e-06


n: 512
time: 420.514822ms
error: 9.76155e-07


n: 1024
time: 626.312971ms
error: 2.39675e-07


n: 2048
time: 711.924076ms
error: 5.93731e-08


n: 4096
time: 1629.392862ms
error: 1.47751e-08


n: 8192
time: 5700.727940ms
error: 3.68524e-09


n: 16384
time: 23178.457022ms
error: 9.20244e-10


t: 6
n: 64
time: 607.778788ms
error: 7.8061e-05


n: 128
time: 411.373854ms
error: 1.72918e-05


n: 256
time: 608.828068ms
error: 4.04418e-06


n: 512
time: 421.868801ms
error: 9.76155e-07


n: 1024
time: 477.264881ms
error: 2.39675e-07


n: 2048
time: 654.909134ms
error: 5.93731e-08


n: 4096
time: 1711.641073ms
error: 1.47751e-08


n: 8192
time: 5750.930071ms
error: 3.68524e-09


n: 16384
time: 23693.262100ms
error: 9.20244e-10


t: 7
n: 64
time: 614.167929ms
error: 7.8061e-05


n: 128
time: 608.880043ms
error: 1.72918e-05


n: 256
time: 411.391973ms
error: 4.04418e-06


n: 512
time: 424.137831ms
error: 9.76155e-07


n: 1024
time: 471.693993ms
error: 2.39675e-07


n: 2048
time: 719.059944ms
error: 5.93731e-08


n: 4096
time: 1821.539164ms
error: 1.47751e-08


n: 8192
time: 5676.863909ms
error: 3.68524e-09


n: 16384
time: 24285.257816ms
error: 9.20244e-10


t: 8
n: 64
time: 610.065937ms
error: 7.8061e-05


n: 128
time: 609.127998ms
error: 1.72918e-05


n: 256
time: 612.857103ms
error: 4.04418e-06


n: 512
time: 424.041986ms
error: 9.76155e-07


n: 1024
time: 634.535074ms
error: 2.39675e-07


n: 2048
time: 911.573887ms
error: 5.93731e-08


n: 4096
time: 1828.156948ms
error: 1.47751e-08


n: 8192
time: 6390.125990ms
error: 3.68524e-09


n: 16384
time: 25086.152077ms
error: 9.20244e-10


t: 9
n: 64
time: 607.814074ms
error: 7.8061e-05


n: 128
time: 608.560085ms
error: 1.72918e-05


n: 256
time: 608.854055ms
error: 4.04418e-06


n: 512
time: 610.822201ms
error: 9.76155e-07


n: 1024
time: 534.462929ms
error: 2.39675e-07


n: 2048
time: 728.089094ms
error: 5.93731e-08


n: 4096
time: 1730.156183ms
error: 1.47751e-08


n: 8192
time: 6157.433033ms
error: 3.68524e-09


n: 16384
time: 23088.777065ms
error: 9.20244e-10


p: 6
t: 2
n: 32
time: 34.265041ms
error: 0.000344047


n: 64
time: 31.880140ms
error: 6.81858e-05


n: 128
time: 23.566961ms
error: 1.4802e-05


n: 256
time: 42.037010ms
error: 3.41917e-06


n: 512
time: 53.395987ms
error: 8.19591e-07


n: 1024
time: 85.247993ms
error: 2.00495e-07


n: 2048
time: 312.183142ms
error: 4.95734e-08


n: 4096
time: 1387.955189ms
error: 1.23245e-08


n: 8192
time: 5578.856945ms
error: 3.07253e-09


n: 16384
time: 23547.831059ms
error: 7.67057e-10


t: 3
n: 32
time: 408.391953ms
error: 0.000344047


n: 64
time: 300.277948ms
error: 6.81858e-05


n: 128
time: 404.917002ms
error: 1.4802e-05


n: 256
time: 209.758997ms
error: 3.41917e-06


n: 512
time: 221.507072ms
error: 8.19591e-07


n: 1024
time: 333.671808ms
error: 2.00495e-07


n: 2048
time: 517.066956ms
error: 4.95734e-08


n: 4096
time: 1492.360115ms
error: 1.23245e-08


n: 8192
time: 5841.730833ms
error: 3.07253e-09


n: 16384
time: 23966.971874ms
error: 7.67057e-10


t: 4
n: 32
time: 608.774900ms
error: 0.000344047


n: 64
time: 408.750057ms
error: 6.81858e-05


n: 128
time: 409.332991ms
error: 1.4802e-05


n: 256
time: 411.880970ms
error: 3.41917e-06


n: 512
time: 420.330048ms
error: 8.19591e-07


n: 1024
time: 622.082949ms
error: 2.00495e-07


n: 2048
time: 681.631088ms
error: 4.95734e-08


n: 4096
time: 1599.411011ms
error: 1.23245e-08


n: 8192
time: 5774.810076ms
error: 3.07253e-09


n: 16384
time: 24229.367971ms
error: 7.67057e-10


t: 5
n: 32
time: 608.000994ms
error: 0.000344047


n: 64
time: 407.627821ms
error: 6.81858e-05


n: 128
time: 486.535072ms
error: 1.4802e-05


n: 256
time: 508.088112ms
error: 3.41917e-06


n: 512
time: 609.935045ms
error: 8.19591e-07


n: 1024
time: 475.856781ms
error: 2.00495e-07


n: 2048
time: 902.623892ms
error: 4.95734e-08


n: 4096
time: 1729.820013ms
error: 1.23245e-08


n: 8192
time: 5988.135099ms
error: 3.07253e-09


n: 16384
time: 23315.850019ms
error: 7.67057e-10


t: 6
n: 32
time: 410.583019ms
error: 0.000344047


n: 64
time: 609.557152ms
error: 6.81858e-05


n: 128
time: 609.806061ms
error: 1.4802e-05


n: 256
time: 608.675003ms
error: 3.41917e-06


n: 512
time: 425.187826ms
error: 8.19591e-07


n: 1024
time: 473.288059ms
error: 2.00495e-07


n: 2048
time: 747.137070ms
error: 4.95734e-08


n: 4096
time: 1672.661066ms
error: 1.23245e-08


n: 8192
time: 5477.128029ms
error: 3.07253e-09


n: 16384
time: 23307.101011ms
error: 7.67057e-10


t: 7
n: 32
time: 608.125925ms
error: 0.000344047


n: 64
time: 608.390093ms
error: 6.81858e-05


n: 128
time: 409.749031ms
error: 1.4802e-05


n: 256
time: 814.431906ms
error: 3.41917e-06


n: 512
time: 625.823975ms
error: 8.19591e-07


n: 1024
time: 532.328129ms
error: 2.00495e-07


n: 2048
time: 702.798128ms
error: 4.95734e-08


n: 4096
time: 1693.364859ms
error: 1.23245e-08


n: 8192
time: 6122.097015ms
error: 3.07253e-09


n: 16384
time: 22660.840034ms
error: 7.67057e-10


t: 8
n: 32
time: 907.033920ms
error: 0.000344047


n: 64
time: 608.813047ms
error: 6.81858e-05


n: 128
time: 610.068083ms
error: 1.4802e-05


n: 256
time: 416.344881ms
error: 3.41917e-06


n: 512
time: 512.250900ms
error: 8.19591e-07


n: 1024
time: 619.825125ms
error: 2.00495e-07


n: 2048
time: 718.952894ms
error: 4.95734e-08


n: 4096
time: 1731.097937ms
error: 1.23245e-08


n: 8192
time: 6051.584005ms
error: 3.07253e-09


n: 16384
time: 23211.688995ms
error: 7.67057e-10


p: 7
t: 2
n: 32
time: 261.178017ms
error: 0.000316345


n: 64
time: 403.768063ms
error: 6.11321e-05


n: 128
time: 404.481888ms
error: 1.30235e-05


n: 256
time: 210.633993ms
error: 2.97274e-06


n: 512
time: 413.892984ms
error: 7.07759e-07


n: 1024
time: 425.563097ms
error: 1.7251e-07


n: 2048
time: 507.483006ms
error: 4.25735e-08


n: 4096
time: 1339.961052ms
error: 1.05741e-08


n: 8192
time: 6339.313030ms
error: 2.63488e-09


n: 16384
time: 22100.450039ms
error: 6.57638e-10


t: 3
n: 32
time: 407.294989ms
error: 0.000316345


n: 64
time: 407.183886ms
error: 6.11321e-05


n: 128
time: 406.226158ms
error: 1.30235e-05


n: 256
time: 412.461996ms
error: 2.97274e-06


n: 512
time: 617.733955ms
error: 7.07759e-07


n: 1024
time: 620.522976ms
error: 1.7251e-07


n: 2048
time: 664.804935ms
error: 4.25735e-08


n: 4096
time: 1678.112984ms
error: 1.05741e-08


n: 8192
time: 5985.576868ms
error: 2.63488e-09


n: 16384
time: 23631.294012ms
error: 6.57638e-10


t: 4
n: 32
time: 607.795000ms
error: 0.000316345


n: 64
time: 809.138060ms
error: 6.11321e-05


n: 128
time: 607.339144ms
error: 1.30235e-05


n: 256
time: 412.462950ms
error: 2.97274e-06


n: 512
time: 612.456083ms
error: 7.07759e-07


n: 1024
time: 490.139008ms
error: 1.7251e-07


n: 2048
time: 707.439899ms
error: 4.25735e-08


n: 4096
time: 1473.274946ms
error: 1.05741e-08


n: 8192
time: 5545.516014ms
error: 2.63488e-09


n: 16384
time: 22581.887960ms
error: 6.57638e-10


t: 5
n: 32
time: 608.870029ms
error: 0.000316345


n: 64
time: 810.028076ms
error: 6.11321e-05


n: 128
time: 608.816147ms
error: 1.30235e-05


n: 256
time: 818.197966ms
error: 2.97274e-06


n: 512
time: 613.321781ms
error: 7.07759e-07


n: 1024
time: 629.354000ms
error: 1.7251e-07


n: 2048
time: 731.647968ms
error: 4.25735e-08


n: 4096
time: 1486.142159ms
error: 1.05741e-08


n: 8192
time: 5508.080959ms
error: 2.63488e-09


n: 16384
time: 22889.155149ms
error: 6.57638e-10


t: 6
n: 32
time: 610.128880ms
error: 0.000316345


n: 64
time: 811.896086ms
error: 6.11321e-05


n: 128
time: 606.837988ms
error: 1.30235e-05


n: 256
time: 615.935087ms
error: 2.97274e-06


n: 512
time: 611.970901ms
error: 7.07759e-07


n: 1024
time: 678.282976ms
error: 1.7251e-07


n: 2048
time: 872.466087ms
error: 4.25735e-08


n: 4096
time: 1916.879177ms
error: 1.05741e-08


n: 8192
time: 5377.496004ms
error: 2.63488e-09


n: 16384
time: 22755.089998ms
error: 6.57638e-10


p: 8
t: 2
n: 32
[compute-0-39:05178] *** Process received signal ***
[compute-0-39:05178] Signal: Floating point exception (8)
[compute-0-39:05178] Signal code: Integer divide-by-zero (1)
[compute-0-39:05178] Failing at address: 0x40a863
[compute-0-39:05178] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05178] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:05178] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:05178] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:05178] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 5178 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:05179] *** Process received signal ***
[compute-0-39:05179] Signal: Aborted (6)
[compute-0-39:05179] Signal code:  (-6)
[compute-0-39:05179] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05179] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05179] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05179] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b5931340fc2]
[compute-0-39:05179] *** End of error message ***
[compute-0-39:05184] *** Process received signal ***
[compute-0-39:05184] Signal: Aborted (6)
[compute-0-39:05184] Signal code:  (-6)
[compute-0-39:05181] *** Process received signal ***
[compute-0-39:05182] *** Process received signal ***
[compute-0-39:05182] Signal: Aborted (6)
[compute-0-39:05182] Signal code:  (-6)
[compute-0-39:05181] Signal: Aborted (6)
[compute-0-39:05181] Signal code:  (-6)
[compute-0-39:05180] *** Process received signal ***
[compute-0-39:05180] Signal: Aborted (6)
[compute-0-39:05180] Signal code:  (-6)
[compute-0-39:05182] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05182] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05182] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05182] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ad1ff5d2fc2]
[compute-0-39:05182] *** End of error message ***
[compute-0-39:05184] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05184] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05184] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05184] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b74a4176fc2]
[compute-0-39:05184] *** End of error message ***
[compute-0-39:05181] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05181] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05181] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05181] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b8a34827fc2]
[compute-0-39:05181] *** End of error message ***
[compute-0-39:05180] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05180] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05180] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05180] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b12b2de2fc2]
[compute-0-39:05180] *** End of error message ***
[compute-0-39:05185] *** Process received signal ***
[compute-0-39:05185] Signal: Aborted (6)
[compute-0-39:05185] Signal code:  (-6)
[compute-0-38:28044] *** Process received signal ***
[compute-0-38:28044] Signal: Aborted (6)
[compute-0-38:28044] Signal code:  (-6)
[compute-0-37:29806] *** Process received signal ***
[compute-0-37:29806] Signal: Aborted (6)
[compute-0-37:29806] Signal code:  (-6)
[compute-0-39:05183] *** Process received signal ***
[compute-0-39:05183] Signal: Aborted (6)
[compute-0-39:05183] Signal code:  (-6)
[compute-0-36:13681] *** Process received signal ***
[compute-0-39:05185] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05185] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05185] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05185] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b68698f4fc2]
[compute-0-39:05185] *** End of error message ***

n: 64
time: 405.429840ms
