chown: cannot access `/state/partition1/scratch/pbstmp.385842.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.385842.rocks.hpc.ntnu.no': No such file or directory
p: 1
[compute-0-25:15549] Signal: Aborted (6)
[compute-0-25:15549] Signal code:  (-6)
[compute-0-3:02604] *** Process received signal ***
[compute-0-3:02604] Signal: Aborted (6)
[compute-0-3:02604] Signal code:  (-6)
[compute-0-25:15550] *** Process received signal ***
[compute-0-25:15550] Signal: Aborted (6)
[compute-0-25:15550] Signal code:  (-6)
[compute-0-13:09632] *** Process received signal ***
[compute-0-13:09632] Signal: Aborted (6)
[compute-0-13:09632] Signal code:  (-6)
[compute-0-13:09635] *** Process received signal ***

n: 32
time: 410.005093ms
error: 0.000441005


n: 64
time: 411.167145ms
error: 9.28738e-05


n: 128
time: 507.475853ms
error: 2.10266e-05


n: 256
time: 617.625952ms
error: 4.9817e-06


n: 512
time: 410.382032ms
error: 1.211e-06


n: 1024
time: 453.084946ms
error: 2.98445e-07


n: 2048
time: 731.483936ms
error: 7.40728e-08


n: 4096
time: 2029.999971ms
error: 1.84509e-08


n: 8192
time: 6109.233141ms
error: 4.60431e-09


n: 16384
time: 24487.226009ms
error: 1.15003e-09


t: 11
n: 16
[compute-0-29:28297] *** Process received signal ***
[compute-0-29:28297] Signal: Floating point exception (8)
[compute-0-29:28297] Signal code: Integer divide-by-zero (1)
[compute-0-29:28297] Failing at address: 0x40a863
[compute-0-29:28297] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:28297] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:28297] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:28297] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:28297] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 28297 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:28298] *** Process received signal ***
[compute-0-29:28298] Signal: Aborted (6)
[compute-0-29:28298] Signal code:  (-6)
[compute-0-29:28300] *** Process received signal ***
[compute-0-29:28300] Signal: Aborted (6)
[compute-0-29:28300] Signal code:  (-6)
[compute-0-29:28299] *** Process received signal ***
[compute-0-29:28299] Signal: Aborted (6)
[compute-0-29:28299] Signal code:  (-6)
[compute-0-29:28298] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:28298] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-25:16266] *** Process received signal ***
[compute-0-25:16266] Signal: Aborted (6)
[compute-0-25:16266] Signal code:  (-6)
[compute-0-3:03359] *** Process received signal ***
[compute-0-3:03359] Signal: Aborted (6)
[compute-0-3:03359] Signal code:  (-6)
[compute-0-29:28298] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-25:16267] *** Process received signal ***
[compute-0-25:16267] Signal: Aborted (6)
[compute-0-25:16267] Signal code:  (-6)
[compute-0-29:28299] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:28299] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:28299] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:28299] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2accba894fc2]
[compute-0-29:28300] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:28300] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:28300] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:28300] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae0e4562fc2]
[compute-0-29:28300] *** End of error message ***
[compute-0-29:28299] *** End of error message ***
[compute-0-13:10372] *** Process received signal ***
[compute-0-13:10372] Signal: Aborted (6)
[compute-0-13:10372] Signal code:  (-6)
[compute-0-29:28298] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b965590dfc2]
[compute-0-29:28298] *** End of error message ***
[compute-0-13:10373] *** Process received signal ***
[compute-0-13:10373] Signal: Aborted (6)
[compute-0-13:10373] Signal code:  (-6)
[compute-0-13:10374] *** Process received signal ***

n: 32
time: 612.911940ms
error: 0.000441005


n: 64
time: 411.031008ms
error: 9.28738e-05


n: 128
time: 410.894871ms
error: 2.10266e-05


n: 256
time: 615.859985ms
error: 4.9817e-06


n: 512
time: 818.594933ms
error: 1.211e-06


n: 1024
time: 627.301931ms
error: 2.98445e-07


n: 2048
time: 735.687971ms
error: 7.40728e-08


n: 4096
time: 1791.856050ms
error: 1.84509e-08


n: 8192
time: 5873.797894ms
error: 4.60431e-09


n: 16384
time: 23492.049932ms
error: 1.15003e-09


t: 12
n: 16
[compute-0-29:29113] *** Process received signal ***
[compute-0-29:29113] Signal: Floating point exception (8)
[compute-0-29:29113] Signal code: Integer divide-by-zero (1)
[compute-0-29:29113] Failing at address: 0x40a863
[compute-0-29:29113] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:29113] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:29113] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:29113] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:29113] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 29113 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:29114] *** Process received signal ***
[compute-0-29:29114] Signal: Aborted (6)
[compute-0-29:29114] Signal code:  (-6)
[compute-0-29:29116] *** Process received signal ***
[compute-0-29:29116] Signal: Aborted (6)
[compute-0-29:29116] Signal code:  (-6)
[compute-0-29:29115] *** Process received signal ***
[compute-0-29:29115] Signal: Aborted (6)
[compute-0-29:29115] Signal code:  (-6)
[compute-0-29:29116] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:29116] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:29116] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:29116] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b8735938fc2]
[compute-0-29:29116] *** End of error message ***
[compute-0-29:29114] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:29114] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:29114] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:29114] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ac39bdacfc2]
[compute-0-29:29114] *** End of error message ***
[compute-0-29:29115] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:29115] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:29115] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:29115] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b074dd94fc2]
[compute-0-29:29115] *** End of error message ***
[compute-0-25:17032] *** Process received signal ***
[compute-0-25:17032] Signal: Aborted (6)
[compute-0-25:17032] Signal code:  (-6)
[compute-0-25:17033] *** Process received signal ***
[compute-0-25:17033] Signal: Aborted (6)
[compute-0-25:17033] Signal code:  (-6)
[compute-0-13:11121] *** Process received signal ***
[compute-0-13:11121] Signal: Aborted (6)
[compute-0-13:11121] Signal code:  (-6)

n: 32
time: 410.089016ms
error: 0.000441005


n: 64
time: 411.986113ms
error: 9.28738e-05


n: 128
time: 611.877918ms
error: 2.10266e-05


n: 256
time: 416.921139ms
error: 4.9817e-06


n: 512
time: 634.145021ms
error: 1.211e-06


n: 1024
time: 475.013971ms
error: 2.98445e-07


n: 2048
time: 693.031788ms
error: 7.40728e-08


n: 4096
time: 1690.557003ms
error: 1.84509e-08


n: 8192
time: 6515.717983ms
error: 4.60431e-09


n: 16384
time: 24195.440054ms
error: 1.15003e-09


p: 5
t: 2
n: 64
time: 19.676208ms
error: 7.8061e-05


n: 128
time: 20.276070ms
error: 1.72918e-05


n: 256
time: 22.433996ms
error: 4.04418e-06


n: 512
time: 44.175863ms
error: 9.76155e-07


n: 1024
time: 101.917028ms
error: 2.39675e-07


n: 2048
time: 381.958008ms
error: 5.93731e-08


n: 4096
time: 1537.690878ms
error: 1.47751e-08


n: 8192
time: 6505.672932ms
error: 3.68524e-09


n: 16384
time: 26766.923189ms
error: 9.20244e-10


t: 3
n: 64
time: 209.834099ms
error: 7.8061e-05


n: 128
time: 209.796906ms
error: 1.72918e-05


n: 256
time: 211.856127ms
error: 4.04418e-06


n: 512
time: 224.038124ms
error: 9.76155e-07


n: 1024
time: 275.805950ms
error: 2.39675e-07


n: 2048
time: 500.654936ms
error: 5.93731e-08


n: 4096
time: 1559.335947ms
error: 1.47751e-08


n: 8192
time: 6237.543821ms
error: 3.68524e-09


n: 16384
time: 25743.904829ms
error: 9.20244e-10


t: 4
n: 64
time: 210.855961ms
error: 7.8061e-05


n: 128
time: 409.791946ms
error: 1.72918e-05


n: 256
time: 413.443089ms
error: 4.04418e-06


n: 512
time: 409.323931ms
error: 9.76155e-07


n: 1024
time: 469.353914ms
error: 2.39675e-07


n: 2048
time: 699.440002ms
error: 5.93731e-08


n: 4096
time: 1677.017927ms
error: 1.47751e-08


n: 8192
time: 6067.363024ms
error: 3.68524e-09


n: 16384
time: 23505.557060ms
error: 9.20244e-10


t: 5
n: 64
time: 211.463928ms
error: 7.8061e-05


n: 128
time: 411.628008ms
error: 1.72918e-05


n: 256
time: 409.084082ms
error: 4.04418e-06


n: 512
time: 420.643091ms
error: 9.76155e-07


n: 1024
time: 467.919111ms
error: 2.39675e-07


n: 2048
time: 712.042093ms
error: 5.93731e-08


n: 4096
time: 1611.790180ms
error: 1.47751e-08


n: 8192
time: 5980.614901ms
error: 3.68524e-09


n: 16384
time: 24157.145023ms
error: 9.20244e-10


t: 6
n: 64
time: 609.344959ms
error: 7.8061e-05


n: 128
time: 413.219929ms
error: 1.72918e-05


n: 256
time: 410.078049ms
error: 4.04418e-06


n: 512
time: 426.720142ms
error: 9.76155e-07


n: 1024
time: 526.057959ms
error: 2.39675e-07


n: 2048
time: 724.549055ms
error: 5.93731e-08


n: 4096
time: 1750.191927ms
error: 1.47751e-08


n: 8192
time: 5765.589952ms
error: 3.68524e-09


n: 16384
time: 23537.014008ms
error: 9.20244e-10


t: 7
n: 64
time: 415.884018ms
error: 7.8061e-05


n: 128
time: 409.620047ms
error: 1.72918e-05


n: 256
time: 415.462971ms
error: 4.04418e-06


n: 512
time: 428.705931ms
error: 9.76155e-07


n: 1024
time: 418.824911ms
error: 2.39675e-07


n: 2048
time: 698.762178ms
error: 5.93731e-08


n: 4096
time: 1794.511080ms
error: 1.47751e-08


n: 8192
time: 5589.747906ms
error: 3.68524e-09


n: 16384
time: 23852.050066ms
error: 9.20244e-10


t: 8
n: 64
time: 412.743807ms
error: 7.8061e-05


n: 128
time: 435.230017ms
error: 1.72918e-05


n: 256
time: 416.408062ms
error: 4.04418e-06


n: 512
time: 515.557766ms
error: 9.76155e-07


n: 1024
time: 633.152008ms
error: 2.39675e-07


n: 2048
time: 706.580877ms
error: 5.93731e-08


n: 4096
time: 1822.643995ms
error: 1.47751e-08


n: 8192
time: 5631.752014ms
error: 3.68524e-09


n: 16384
time: 24299.488068ms
error: 9.20244e-10


t: 9
n: 64
time: 512.158155ms
error: 7.8061e-05


n: 128
time: 612.199068ms
error: 1.72918e-05


n: 256
time: 609.010935ms
error: 4.04418e-06


n: 512
time: 522.602081ms
error: 9.76155e-07


n: 1024
time: 640.996933ms
error: 2.39675e-07


n: 2048
time: 911.977053ms
error: 5.93731e-08


n: 4096
time: 1888.283968ms
error: 1.47751e-08


n: 8192
time: 6087.049007ms
error: 3.68524e-09


n: 16384
time: 24150.475025ms
error: 9.20244e-10


p: 6
t: 2
n: 32
time: 38.887978ms
error: 0.000344047


n: 64
time: 57.649136ms
error: 6.81858e-05


n: 128
time: 35.010815ms
error: 1.4802e-05


n: 256
time: 37.930965ms
error: 3.41917e-06


n: 512
time: 57.557821ms
error: 8.19591e-07


n: 1024
time: 114.547014ms
error: 2.00495e-07


n: 2048
time: 654.314995ms
error: 4.95734e-08


n: 4096
time: 1453.461885ms
error: 1.23245e-08


n: 8192
time: 6478.687048ms
error: 3.07253e-09


n: 16384
time: 24038.857937ms
error: 7.67057e-10


t: 3
n: 32
time: 406.802893ms
error: 0.000344047


n: 64
time: 210.041046ms
error: 6.81858e-05


n: 128
time: 408.451080ms
error: 1.4802e-05


n: 256
time: 216.423988ms
error: 3.41917e-06


n: 512
time: 408.924103ms
error: 8.19591e-07


n: 1024
time: 620.347977ms
error: 2.00495e-07


n: 2048
time: 501.185179ms
error: 4.95734e-08


n: 4096
time: 1546.709061ms
error: 1.23245e-08


n: 8192
time: 5936.727047ms
error: 3.07253e-09


n: 16384
time: 22300.518036ms
error: 7.67057e-10


t: 4
n: 32
time: 409.775019ms
error: 0.000344047


n: 64
time: 606.832981ms
error: 6.81858e-05


n: 128
time: 411.244869ms
error: 1.4802e-05


n: 256
time: 448.696852ms
error: 3.41917e-06


n: 512
time: 617.582083ms
error: 8.19591e-07


n: 1024
time: 462.761879ms
error: 2.00495e-07


n: 2048
time: 680.899143ms
error: 4.95734e-08


n: 4096
time: 1580.012083ms
error: 1.23245e-08


n: 8192
time: 5342.132807ms
error: 3.07253e-09


n: 16384
time: 22858.744144ms
error: 7.67057e-10


t: 5
n: 32
time: 607.949018ms
error: 0.000344047


n: 64
time: 612.018108ms
error: 6.81858e-05


n: 128
time: 413.123131ms
error: 1.4802e-05


n: 256
time: 415.715933ms
error: 3.41917e-06


n: 512
time: 612.852097ms
error: 8.19591e-07


n: 1024
time: 627.207041ms
error: 2.00495e-07


n: 2048
time: 734.080076ms
error: 4.95734e-08


n: 4096
time: 1689.768791ms
error: 1.23245e-08


n: 8192
time: 6004.987001ms
error: 3.07253e-09


n: 16384
time: 23456.150055ms
error: 7.67057e-10


t: 6
n: 32
time: 486.140013ms
error: 0.000344047


n: 64
time: 612.862110ms
error: 6.81858e-05


n: 128
time: 611.696005ms
error: 1.4802e-05


n: 256
time: 508.673906ms
error: 3.41917e-06


n: 512
time: 426.877975ms
error: 8.19591e-07


n: 1024
time: 625.535011ms
error: 2.00495e-07


n: 2048
time: 541.639090ms
error: 4.95734e-08


n: 4096
time: 1904.725075ms
error: 1.23245e-08


n: 8192
time: 5685.389996ms
error: 3.07253e-09


n: 16384
time: 23342.870951ms
error: 7.67057e-10


t: 7
n: 32
time: 413.200855ms
error: 0.000344047


n: 64
time: 612.770081ms
error: 6.81858e-05


n: 128
time: 614.766836ms
error: 1.4802e-05


n: 256
time: 609.600782ms
error: 3.41917e-06


n: 512
time: 438.951969ms
error: 8.19591e-07


n: 1024
time: 477.408171ms
error: 2.00495e-07


n: 2048
time: 870.306969ms
error: 4.95734e-08


n: 4096
time: 1819.361925ms
error: 1.23245e-08


n: 8192
time: 6128.009796ms
error: 3.07253e-09


n: 16384
time: 21676.733971ms
error: 7.67057e-10


t: 8
n: 32
time: 607.082129ms
error: 0.000344047


n: 64
time: 614.259005ms
error: 6.81858e-05


n: 128
time: 419.751883ms
error: 1.4802e-05


n: 256
time: 615.023851ms
error: 3.41917e-06


n: 512
time: 610.630035ms
error: 8.19591e-07


n: 1024
time: 829.902172ms
error: 2.00495e-07


n: 2048
time: 679.522038ms
error: 4.95734e-08


n: 4096
time: 1724.740982ms
error: 1.23245e-08


n: 8192
time: 6227.380037ms
error: 3.07253e-09


n: 16384
time: 23145.524979ms
error: 7.67057e-10


p: 7
t: 2
n: 32
time: 408.301830ms
error: 0.000316345


n: 64
time: 303.041935ms
error: 6.11321e-05


n: 128
time: 210.470915ms
error: 1.30235e-05


n: 256
time: 209.348917ms
error: 2.97274e-06


n: 512
time: 324.728012ms
error: 7.07759e-07


n: 1024
time: 266.830921ms
error: 1.7251e-07


n: 2048
time: 580.671072ms
error: 4.25735e-08


n: 4096
time: 1403.469086ms
error: 1.05741e-08


n: 8192
time: 7849.145889ms
error: 2.63488e-09


n: 16384
time: 23587.980986ms
error: 6.57638e-10


t: 3
n: 32
time: 608.961821ms
error: 0.000316345


n: 64
time: 605.700016ms
error: 6.11321e-05


n: 128
time: 411.910057ms
error: 1.30235e-05


n: 256
time: 608.669996ms
error: 2.97274e-06


n: 512
time: 421.365023ms
error: 7.07759e-07


n: 1024
time: 626.054049ms
error: 1.7251e-07


n: 2048
time: 714.867115ms
error: 4.25735e-08


n: 4096
time: 1694.666862ms
error: 1.05741e-08


n: 8192
time: 6038.107872ms
error: 2.63488e-09


n: 16384
time: 23357.503891ms
error: 6.57638e-10


t: 4
n: 32
time: 610.008001ms
error: 0.000316345


n: 64
time: 611.716986ms
error: 6.11321e-05


n: 128
time: 408.497095ms
error: 1.30235e-05


n: 256
time: 412.950039ms
error: 2.97274e-06


n: 512
time: 426.787138ms
error: 7.07759e-07


n: 1024
time: 477.739096ms
error: 1.7251e-07


n: 2048
time: 671.972990ms
error: 4.25735e-08


n: 4096
time: 1791.363955ms
error: 1.05741e-08


n: 8192
time: 5945.919991ms
error: 2.63488e-09


n: 16384
time: 22977.043867ms
error: 6.57638e-10


t: 5
n: 32
time: 612.651110ms
error: 0.000316345


n: 64
time: 608.321190ms
error: 6.11321e-05


n: 128
time: 612.719059ms
error: 1.30235e-05


n: 256
time: 609.374046ms
error: 2.97274e-06


n: 512
time: 619.420052ms
error: 7.07759e-07


n: 1024
time: 523.500919ms
error: 1.7251e-07


n: 2048
time: 675.761938ms
error: 4.25735e-08


n: 4096
time: 1561.730862ms
error: 1.05741e-08


n: 8192
time: 5488.522053ms
error: 2.63488e-09


n: 16384
time: 23166.409016ms
error: 6.57638e-10


t: 6
n: 32
time: 808.430910ms
error: 0.000316345


n: 64
time: 608.892918ms
error: 6.11321e-05


n: 128
time: 613.577843ms
error: 1.30235e-05


n: 256
time: 464.318991ms
error: 2.97274e-06


n: 512
time: 430.190086ms
error: 7.07759e-07


n: 1024
time: 630.807161ms
error: 1.7251e-07


n: 2048
time: 897.459984ms
error: 4.25735e-08


n: 4096
time: 1586.758137ms
error: 1.05741e-08


n: 8192
time: 5580.564976ms
error: 2.63488e-09


n: 16384
time: 20313.454151ms
error: 6.57638e-10


p: 8
t: 2
n: 32
[compute-0-29:10812] *** Process received signal ***
[compute-0-29:10812] Signal: Floating point exception (8)
[compute-0-29:10812] Signal code: Integer divide-by-zero (1)
[compute-0-29:10812] Failing at address: 0x40a863
[compute-0-29:10812] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:10812] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:10812] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:10812] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:10812] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 10812 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-25:30346] *** Process received signal ***
[compute-0-25:30346] Signal: Aborted (6)
[compute-0-25:30346] Signal code:  (-6)
[compute-0-3:17596] *** Process received signal ***
[compute-0-3:17596] Signal: Aborted (6)
[compute-0-3:17596] Signal code:  (-6)
[compute-0-25:30348] *** Process received signal ***
[compute-0-25:30348] Signal: Aborted (6)
[compute-0-25:30348] Signal code:  (-6)
[compute-0-3:17597] *** Process received signal ***
[compute-0-3:17597] Signal: Aborted (6)
[compute-0-3:17597] Signal code:  (-6)
[compute-0-3:17599] *** Process received signal ***
[compute-0-3:17599] Signal: Aborted (6)
[compute-0-3:17599] Signal code:  (-6)
[compute-0-3:17601] *** Process received signal ***
[compute-0-3:17601] Signal: Aborted (6)
[compute-0-3:17601] Signal code:  (-6)
[compute-0-13:24463] *** Process received signal ***

n: 64
time: 406.832933ms
error: 5.58419e-05


n: 128
time: 410.325050ms
error: 1.16896e-05


n: 256
time: 410.528183ms
error: 2.63791e-06


n: 512
time: 225.172043ms
error: 6.23885e-07


n: 1024
time: 268.930912ms
error: 1.5152e-07


n: 2048
time: 467.432976ms
error: 3.73236e-08


n: 4096
time: 1467.730999ms
error: 9.26135e-09


n: 8192
time: 5111.153841ms
error: 2.30664e-09


n: 16384
time: 23413.114071ms
error: 5.75574e-10


t: 3
n: 32
[compute-0-29:11456] *** Process received signal ***
[compute-0-29:11456] Signal: Floating point exception (8)
[compute-0-29:11456] Signal code: Integer divide-by-zero (1)
[compute-0-29:11456] Failing at address: 0x40a863
[compute-0-29:11456] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:11456] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:11456] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:11456] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:11456] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 11456 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:11458] *** Process received signal ***
[compute-0-29:11458] Signal: Aborted (6)
[compute-0-29:11458] Signal code:  (-6)
[compute-0-29:11459] *** Process received signal ***
[compute-0-29:11459] Signal: Aborted (6)
[compute-0-29:11459] Signal code:  (-6)
[compute-0-29:11461] *** Process received signal ***
[compute-0-29:11461] Signal: Aborted (6)
[compute-0-29:11461] Signal code:  (-6)
[compute-0-29:11462] *** Process received signal ***
[compute-0-29:11462] Signal: Aborted (6)
[compute-0-29:11462] Signal code:  (-6)
[compute-0-29:11458] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:11458] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:11458] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:11458] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ba549bbafc2]
[compute-0-29:11458] *** End of error message ***
[compute-0-29:11459] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:11459] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:11459] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:11459] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b74bb67efc2]
[compute-0-29:11459] *** End of error message ***
[compute-0-29:11461] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:11461] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:11461] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:11461] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ab338f8cfc2]
[compute-0-29:11461] *** End of error message ***
[compute-0-29:11462] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:11462] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:11462] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:11462] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b77aa48ffc2]
[compute-0-29:11462] *** End of error message ***
[compute-0-25:30958] *** Process received signal ***
[compute-0-25:30958] Signal: Aborted (6)
[compute-0-25:30958] Signal code:  (-6)
[compute-0-3:18210] *** Process received signal ***
[compute-0-3:18210] Signal: Aborted (6)
[compute-0-3:18210] Signal code:  (-6)
[compute-0-13:25070] *** Process received signal ***
[compute-0-13:25070] Signal: Aborted (6)
[compute-0-13:25070] Signal code:  (-6)
[compute-0-3:18211] *** Process received signal ***
[compute-0-3:18211] Signal: Aborted (6)
[compute-0-3:18211] Signal code:  (-6)
[compute-0-3:18212] *** Process received signal ***
[compute-0-3:18212] Signal: Aborted (6)
[compute-0-3:18212] Signal code:  (-6)
[compute-0-13:25076] *** Process received signal ***
[compute-0-13:25076] Signal: Aborted (6)
[compute-0-13:25076] Signal code:  (-6)
[compute-0-13:25077] *** Process received signal ***

n: 64
time: 614.718914ms
error: 5.58419e-05


n: 128
time: 609.529018ms
error: 1.16896e-05


n: 256
time: 409.468889ms
error: 2.63791e-06


n: 512
time: 411.470175ms
error: 6.23885e-07


n: 1024
time: 600.133896ms
error: 1.5152e-07


n: 2048
time: 679.785967ms
error: 3.73236e-08


n: 4096
time: 1557.624817ms
error: 9.26135e-09


n: 8192
time: 5580.533981ms
error: 2.30664e-09


n: 16384
time: 22804.367065ms
error: 5.75574e-10


t: 4
n: 32
[compute-0-29:12180] *** Process received signal ***
[compute-0-29:12180] Signal: Floating point exception (8)
[compute-0-29:12180] Signal code: Integer divide-by-zero (1)
[compute-0-29:12180] Failing at address: 0x40a863
[compute-0-29:12180] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12180] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:12180] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:12180] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:12180] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 12180 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:12183] *** Process received signal ***
[compute-0-29:12183] Signal: Aborted (6)
[compute-0-29:12183] Signal code:  (-6)
[compute-0-29:12183] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12183] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:12183] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
